Age,Gender,Education_Level,Job_Title,Years_of_Experience,Salary
41,Female,PhD,Director of Data Science,16," 2,00,000 "
34,Male,Master's Degree,Data Analyst,8," 1,00,000 "
24,Female,Bachelor's Degree,Software Developer,2," 55,000 "
36,Male,PhD,Senior Data Scientist,12," 1,70,000 "
30,Female,Bachelor's Degree,Software Engineer,5," 90,000 "
29,Male,Bachelor's Degree,Front End Developer,4," 80,000 "
42,Male,Master's Degree,Product Manager,14," 1,80,000 "
26,Male,Bachelor's Degree,Software Developer,2," 60,000 "
35,Female,Master's Degree,Data Analyst,9," 1,20,000 "
27,Female,Bachelor's Degree,Software Engineer,3," 70,000 "
48,Male,PhD,Director of Data Science,18," 2,10,000 "
34,Male,Master's Degree,Data Scientist,9," 1,40,000 "
23,Female,Bachelor's Degree,Software Engineer,1," 50,000 "
34,Female,Bachelor's Degree,Full Stack Engineer,8," 1,22,485 "
25,Male,PhD,Software Engineer Manager,12," 1,69,159 "
43,Male,Master's Degree,Senior Software Engineer,21," 1,87,081 "
53,Other,High School,Senior Project Engineer,31," 1,66,109 "
27,Female,Master's Degree,Front end Developer,5," 78,354 "
25,Male,Bachelor's Degree,Back end Developer,2," 90,249 "
29,Female,Master's Degree,Senior Software Engineer,6," 1,32,720 "
52,Male,PhD,Software Engineer Manager,23," 1,61,568 "
41,Male,Master's Degree,Front end Developer,13," 1,27,346 "
49,Female,Bachelor's Degree,Back end Developer,19," 1,20,177 "
25,Other,High School,Full Stack Engineer,2," 69,032 "
35,Male,Master's Degree,Senior Project Engineer,8," 1,01,332 "
57,Female,PhD,Full Stack Engineer,30," 1,21,450 "
35,Female,Bachelor's Degree,Senior Project Engineer,12," 1,66,375 "
43,Male,Master's Degree,Senior Software Engineer,21," 1,85,119 "
37,Female,Bachelor's Degree,Full Stack Engineer,10," 1,49,217 "
50,Male,Master's Degree,Software Engineer Manager,21," 1,66,512 "
52,Female,Master's Degree,Senior Software Engineer,28," 1,86,963 "
26,Male,Bachelor's Degree,Back end Developer,3," 75,072 "
34,Female,Master's Degree,Full Stack Engineer,10," 1,63,398 "
30,Male,High School,Senior Project Engineer,11," 1,03,947 "
60,Female,PhD,Software Engineer Manager,33," 1,79,180 "
50,Male,Bachelor's Degree,Back end Developer,23," 1,75,966 "
58,Male,Master's Degree,Senior Software Engineer,27," 1,90,004 "
35,Female,Master's Degree,Full Stack Engineer,10," 1,52,039 "
28,Male,Master's Degree,Front end Developer,5," 76,742 "
57,Female,PhD,Software Engineer Manager,33," 1,91,790 "
46,Female,Bachelor's Degree,Senior Software Engineer,20," 1,39,398 "
28,Male,High School,Back end Developer,7," 95,845 "
34,Male,Master's Degree,Full Stack Engineer,12," 1,60,976 "
33,Female,Master's Degree,Senior Project Engineer,9," 1,26,753 "
37,Other,Master's Degree,Full Stack Engineer,14," 1,61,393 "
33,Male,Master's Degree,Senior Software Engineer,8," 1,39,817 "
53,Male,PhD,Software Engineer Manager,25," 1,81,714 "
35,Female,Bachelor's Degree,Back end Developer,10," 1,14,776 "
30,Male,Master's Degree,Full Stack Engineer,6," 1,05,725 "
24,Female,High School,Senior Project Engineer,1," 52,731 "
36,Male,Master's Degree,Front end Developer,8," 1,06,492 "
27,Female,Bachelor's Degree,Full Stack Engineer,4," 73,895 "
23,Male,PhD,Software Engineer Manager,1," 1,19,836 "
28,Female,Master's Degree,Senior Software Engineer,5," 99,747 "
52,Male,Bachelor's Degree,Back end Developer,25," 1,68,287 "
28,Female,Master's Degree,Full Stack Engineer,7," 1,15,920 "
32,Male,Master's Degree,Senior Project Engineer,11," 1,28,078 "
24,Female,Bachelor's Degree,Front end Developer,1," 51,265 "
43,Male,High School,Senior Software Engineer,22," 1,65,919 "
60,Female,PhD,Software Engineer Manager,34," 1,88,651 "
24,Male,Master's Degree,Back end Developer,0," 55,538 "
55,Male,Bachelor's Degree,Senior Project Engineer,28," 1,93,964 "
29,Female,Master's Degree,Full Stack Engineer,4," 1,04,702 "
44,Male,PhD,Software Engineer Manager,19," 1,72,955 "
40,Female,Master's Degree,Senior Software Engineer,16," 1,38,032 "
27,Male,Bachelor's Degree,Back end Developer,4," 82,683 "
43,Male,Master's Degree,Full Stack Engineer,17," 1,55,414 "
49,Female,High School,Senior Project Engineer,25," 1,54,207 "
30,Male,Master's Degree,Front end Developer,8," 1,07,895 "
42,Female,Bachelor's Degree,Senior Software Engineer,18," 1,48,446 "
26,Male,Master's Degree,Full Stack Engineer,4," 1,02,859 "
41,Female,PhD,Software Engineer Manager,13," 1,38,662 "
46,Male,Bachelor's Degree,Senior Project Engineer,23," 1,81,699 "
57,Female,Master's Degree,Full Stack Engineer,33," 1,88,232 "
22,Female,High School,Back end Developer,0," 51,832 "
54,Male,PhD,Software Engineer Manager,28," 1,88,484 "
42,Female,Master's Degree,Senior Software Engineer,16," 1,38,286 "
49,Male,Bachelor's Degree,Full Stack Engineer,22," 1,81,132 "
27,Female,Master's Degree,Back end Developer,4," 73,938 "
36,Male,Bachelor's Degree,Senior Project Engineer,14," 1,19,224 "
31,Female,Master's Degree,Full Stack Engineer,6," 1,01,186 "
39,Male,Master's Degree,Software Engineer Manager,14," 1,42,360 "
41,Female,Bachelor's Degree,Senior Project Engineer,20," 1,51,315 "
48,Male,PhD,Full Stack Engineer,23," 1,81,021 "
39,Female,Master's Degree,Senior Software Engineer,15," 1,34,641 "
48,Male,Bachelor's Degree,Front end Developer,23," 1,73,851 "
31,Other,High School,Back end Developer,8," 1,04,127 "
47,Male,Master's Degree,Senior Project Engineer,25," 1,78,859 "
29,Female,PhD,Full Stack Engineer,5," 98,568 "
32,Male,Bachelor's Degree,Software Engineer Manager,9," 1,04,661 "
38,Female,Master's Degree,Senior Software Engineer,13," 1,34,858 "
34,Male,Bachelor's Degree,Back end Developer,10," 94,502 "
23,Other,High School,Front end Developer,2," 62,852 "
34,Female,Bachelor's Degree,Full Stack Engineer,8," 1,22,485 "
25,Male,PhD,Software Engineer Manager,12," 1,69,159 "
43,Male,Master's Degree,Senior Software Engineer,21," 1,87,081 "
53,Other,High School,Senior Project Engineer,31," 1,66,109 "
27,Female,Master's Degree,Front end Developer,5," 78,354 "
25,Male,Bachelor's Degree,Back end Developer,2," 90,249 "
29,Female,Master's Degree,Senior Software Engineer,6," 1,32,720 "
52,Male,PhD,Software Engineer Manager,23," 1,61,568 "
41,Male,Master's Degree,Front end Developer,13," 1,27,346 "
49,Female,Bachelor's Degree,Back end Developer,19," 1,20,177 "
25,Other,High School,Full Stack Engineer,2," 69,032 "
35,Male,Master's Degree,Senior Project Engineer,8," 1,01,332 "
57,Female,PhD,Full Stack Engineer,30," 1,21,450 "
35,Female,Bachelor's Degree,Senior Project Engineer,12," 1,66,375 "
43,Male,Master's Degree,Senior Software Engineer,21," 1,85,119 "
37,Female,Bachelor's Degree,Full Stack Engineer,10," 1,49,217 "
50,Male,Master's Degree,Software Engineer Manager,21," 1,66,512 "
52,Female,Master's Degree,Senior Software Engineer,28," 1,86,963 "
26,Male,Bachelor's Degree,Back end Developer,3," 75,072 "
34,Female,Master's Degree,Full Stack Engineer,10," 1,63,398 "
30,Male,High School,Senior Project Engineer,11," 1,03,947 "
60,Female,PhD,Software Engineer Manager,33," 1,79,180 "
50,Male,Bachelor's Degree,Back end Developer,23," 1,75,966 "
58,Male,Master's Degree,Senior Software Engineer,27," 1,90,004 "
35,Female,Master's Degree,Full Stack Engineer,10," 1,52,039 "
28,Male,Master's Degree,Front end Developer,5," 76,742 "
57,Female,PhD,Software Engineer Manager,33," 1,91,790 "
46,Female,Bachelor's Degree,Senior Software Engineer,20," 1,39,398 "
28,Male,High School,Back end Developer,7," 95,845 "
34,Male,Master's Degree,Full Stack Engineer,12," 1,60,976 "
33,Female,Master's Degree,Senior Project Engineer,9," 1,26,753 "
37,Other,Master's Degree,Full Stack Engineer,14," 1,61,393 "
33,Male,Master's Degree,Senior Software Engineer,8," 1,39,817 "
53,Male,PhD,Software Engineer Manager,25," 1,81,714 "
35,Female,Bachelor's Degree,Back end Developer,10," 1,14,776 "
30,Male,Master's Degree,Full Stack Engineer,6," 1,05,725 "
24,Female,High School,Senior Project Engineer,1," 52,731 "
36,Male,Master's Degree,Front end Developer,8," 1,06,492 "
27,Female,Bachelor's Degree,Full Stack Engineer,4," 73,895 "
23,Male,PhD,Software Engineer Manager,1," 1,19,836 "
28,Female,Master's Degree,Senior Software Engineer,5," 99,747 "
52,Male,Bachelor's Degree,Back end Developer,25," 1,68,287 "
28,Female,Master's Degree,Full Stack Engineer,7," 1,15,920 "
32,Male,Master's Degree,Senior Project Engineer,11," 1,28,078 "
24,Female,Bachelor's Degree,Front end Developer,1," 51,265 "
43,Male,High School,Senior Software Engineer,22," 1,65,919 "
60,Female,PhD,Software Engineer Manager,34," 1,88,651 "
24,Male,Master's Degree,Back end Developer,0," 55,538 "
55,Male,Bachelor's Degree,Senior Project Engineer,28," 1,93,964 "
29,Female,Master's Degree,Full Stack Engineer,4," 1,04,702 "
44,Male,PhD,Software Engineer Manager,19," 1,72,955 "
40,Female,Master's Degree,Senior Software Engineer,16," 1,38,032 "
27,Male,Bachelor's Degree,Back end Developer,4," 82,683 "
43,Male,Master's Degree,Full Stack Engineer,17," 1,55,414 "
49,Female,High School,Senior Project Engineer,25," 1,54,207 "
30,Male,Master's Degree,Front end Developer,8," 1,07,895 "
42,Female,Bachelor's Degree,Senior Software Engineer,18," 1,48,446 "
26,Male,Master's Degree,Full Stack Engineer,4," 1,02,859 "
41,Female,PhD,Software Engineer Manager,13," 1,38,662 "
46,Male,Bachelor's Degree,Senior Project Engineer,23," 1,81,699 "
57,Female,Master's Degree,Full Stack Engineer,33," 1,88,232 "
22,Female,High School,Back end Developer,0," 51,832 "
54,Male,PhD,Software Engineer Manager,28," 1,88,484 "
42,Female,Master's Degree,Senior Software Engineer,16," 1,38,286 "
49,Male,Bachelor's Degree,Full Stack Engineer,22," 1,81,132 "
27,Female,Master's Degree,Back end Developer,4," 73,938 "
36,Male,Bachelor's Degree,Senior Project Engineer,14," 1,19,224 "
31,Female,Master's Degree,Full Stack Engineer,6," 1,01,186 "
39,Male,Master's Degree,Software Engineer Manager,14," 1,42,360 "
41,Female,Bachelor's Degree,Senior Project Engineer,20," 1,51,315 "
48,Male,PhD,Full Stack Engineer,23," 1,81,021 "
39,Female,Master's Degree,Senior Software Engineer,15," 1,34,641 "
48,Male,Bachelor's Degree,Front end Developer,23," 1,73,851 "
31,Other,High School,Back end Developer,8," 1,04,127 "
47,Male,Master's Degree,Senior Project Engineer,25," 1,78,859 "
29,Female,PhD,Full Stack Engineer,5," 98,568 "
32,Male,Bachelor's Degree,Software Engineer Manager,9," 1,04,661 "
38,Female,Master's Degree,Senior Software Engineer,13," 1,34,858 "
34,Male,Bachelor's Degree,Back end Developer,10," 94,502 "
23,Other,High School,Front end Developer,2," 62,852 "
36,Male,Bachelor's Degree,Front end Developer,14," 1,39,095 "
30,Female,Master's Degree,Senior Project Engineer,5," 1,06,278 "
28,Male,Master's Degree,Full Stack Engineer,4," 90,452 "
46,Female,PhD,Software Engineer Manager,23," 1,68,304 "
34,Male,Bachelor's Degree,Back end Developer,10," 1,26,593 "
44,Male,Master's Degree,Senior Software Engineer,19," 1,52,203 "
55,Female,PhD,Software Engineer Manager,30," 1,83,138 "
35,Male,Master's Degree,Full Stack Engineer,9," 1,30,275 "
54,Male,Bachelor's Degree,Senior Project Engineer,29," 1,91,915 "
23,Female,High School,Back end Developer,2," 62,807 "
46,Male,Master's Degree,Senior Software Engineer,21," 1,74,305 "
33,Female,Bachelor's Degree,Full Stack Engineer,9," 1,33,326 "
26,Male,Master's Degree,Front end Developer,4," 75,656 "
43,Female,PhD,Software Engineer Manager,19," 1,55,944 "
36,Male,Master's Degree,Full Stack Engineer,11," 1,37,775 "
23,Female,Bachelor's Degree,Senior Project Engineer,0," 51,831 "
49,Male,Master's Degree,Software Engineer Manager,22," 1,82,237 "
35,Female,Master's Degree,Full Stack Engineer,10," 1,51,901 "
31,Male,Bachelor's Degree,Back end Developer,8," 1,00,052 "
54,Other,High School,Senior Software Engineer,29," 1,58,254 "
43,Male,Master's Degree,Full Stack Engineer,20," 1,67,207 "
33,Female,Master's Degree,Senior Project Engineer,10," 1,12,439 "
52,Female,PhD,Software Engineer Manager,29," 1,94,214 "
28,Male,Bachelor's Degree,Full Stack Engineer,5," 84,407 "
36,Female,Master's Degree,Senior Software Engineer,13," 1,39,413 "
43,Male,Bachelor's Degree,Senior Project Engineer,20," 1,43,084 "
50,Female,Master's Degree,Full Stack Engineer,25," 1,92,344 "
24,Male,PhD,Software Engineer Manager,1," 1,06,132 "
52,Male,Master's Degree,Senior Software Engineer,26," 1,84,816 "
46,Female,Bachelor's Degree,Back end Developer,19," 1,50,248 "
38,Male,Master's Degree,Full Stack Engineer,15," 1,70,995 "
29,Male,Bachelor's Degree,Senior Project Engineer,6," 88,035 "
33,Female,Master's Degree,Front end Developer,10," 1,19,419 "
47,Male,PhD,Software Engineer Manager,21," 1,73,582 "
45,Female,Master's Degree,Senior Software Engineer,23," 1,74,436 "
28,Male,Bachelor's Degree,Back end Developer,4," 71,699 "
42,Female,Master's Degree,Full Stack Engineer,14," 1,63,558 "
46,Male,Bachelor's Degree,Senior Project Engineer,24," 1,66,828 "
38,Female,PhD,Software Engineer Manager,15," 1,44,496 "
54,Male,Master's Degree,Senior Software Engineer,31," 1,93,746 "
33,Female,Master's Degree,Full Stack Engineer,8," 1,22,581 "
27,Male,High School,Back end Developer,4," 79,767 "
50,Female,Bachelor's Degree,Senior Project Engineer,25," 1,77,177 "
26,Male,Master's Degree,Full Stack Engineer,4," 89,843 "
31,Female,Master's Degree,Senior Software Engineer,6," 1,13,563 "
35,Male,Bachelor's Degree,Front end Developer,10," 1,28,712 "
44,Female,PhD,Software Engineer Manager,18," 1,61,621 "
32,Male,Master's Degree,Senior Project Engineer,8," 1,21,454 "
54,Male,Bachelor's Degree,Full Stack Engineer,25," 1,79,987 "
26,Female,Master's Degree,Front end Developer,3," 72,649 "
23,Male,PhD,Software Engineer Manager,0," 52,612 "
48,Female,Master's Degree,Senior Software Engineer,24," 1,84,006 "
38,Male,Bachelor's Degree,Back end Developer,12," 1,31,960 "
30,Female,Master's Degree,Full Stack Engineer,5," 1,02,465 "
40,Male,Master's Degree,Software Engineer Manager,16," 1,49,748 "
45,Female,Bachelor's Degree,Senior Project Engineer,22," 1,71,036 "
36,Male,Master's Degree,Full Stack Engineer,13," 1,46,351 "
52,Male,PhD,Software Engineer Manager,26," 1,85,462 "
31,Female,Bachelor's Degree,Senior Software Engineer,7," 1,07,718 "
26,Male,Master's Degree,Full Stack Engineer,4," 90,944 "
30,Female,Master's Degree,Senior Project Engineer,5," 1,00,425 "
24,Male,Bachelor's Degree,Back end Developer,2," 63,901 "
45,Male,Master's Degree,Senior Software Engineer,22," 1,81,902 "
33,Female,Master's Degree,Full Stack Engineer,9," 1,36,533 "
38,Male,Bachelor's Degree,Front end Developer,11," 1,36,285 "
54,Female,PhD,Software Engineer Manager,31," 1,91,818 "
42,Male,Master's Degree,Full Stack Engineer,19," 1,76,643 "
28,Female,Bachelor's Degree,Senior Project Engineer,4," 70,022 "
30,Male,Master's Degree,Front end Developer,6," 99,363 "
43,Female,Master's Degree,Senior Software Engineer,19," 1,52,944 "
35,Male,Bachelor's Degree,Back end Developer,10," 1,23,386 "
44,Male,Master's Degree,Full Stack Engineer,21," 1,68,906 "
55,Female,Bachelor's Degree,Senior Project Engineer,30," 1,83,020 "
23,Male,High School,Front end Developer,1," 47,898 "
39,Female,Master's Degree,Senior Software Engineer,14," 1,35,853 "
43,Male,Bachelor's Degree,Full Stack Engineer,17," 1,49,198 "
29,Male,PhD,Software Engineer Manager,6," 1,06,662 "
51,Male,Master's Degree,Senior Software Engineer,28," 1,86,610 "
30,Female,Bachelor's Degree,Senior Project Engineer,6," 89,995 "
26,Male,Master's Degree,Full Stack Engineer,4," 85,825 "
39,Female,PhD,Software Engineer Manager,13," 1,43,814 "
49,Male,Master's Degree,Front end Developer,24," 1,74,726 "
42,Female,Bachelor's Degree,Senior Software Engineer,20," 1,50,534 "
27,Male,Bachelor's Degree,Back end Developer,4," 68,732 "
43,Male,Master's Degree,Full Stack Engineer,21," 1,87,951 "
37,Female,Bachelor's Degree,Senior Project Engineer,13," 1,37,336 "
51,Male,PhD,Software Engineer Manager,26," 1,91,159 "
29,Female,Master's Degree,Full Stack Engineer,5," 1,02,868 "
43,Male,Bachelor's Degree,Senior Software Engineer,20," 1,54,281 "
31,Male,Master's Degree,Back end Developer,8," 1,11,535 "
30,Female,Master's Degree,Senior Project Engineer,6," 1,07,906 "
36,Male,Bachelor's Degree,Full Stack Engineer,13," 1,43,885 "
52,Female,PhD,Software Engineer Manager,27," 1,80,958 "
28,Male,Master's Degree,Senior Software Engineer,6," 1,08,607 "
49,Male,Bachelor's Degree,Back end Developer,24," 1,78,284 "
27,Female,Master's Degree,Front end Developer,4," 75,969 "
41,Male,Master's Degree,Senior Project Engineer,15," 1,43,705 "
56,Female,PhD,Software Engineer Manager,31," 1,97,354 "
46,Male,Bachelor's Degree,Senior Software Engineer,22," 1,74,324 "
32,Female,Master's Degree,Full Stack Engineer,8," 1,23,781 "
38,Male,PhD,Software Engineer Manager,12," 1,41,735 "
52,Male,Master's Degree,Senior Project Engineer,28," 1,87,120 "
24,Female,Bachelor's Degree,Back end Developer,1," 61,095 "
49,Male,Master's Degree,Full Stack Engineer,22," 1,79,045 "
35,Female,Master's Degree,Senior Software Engineer,10," 1,30,355 "
31,Male,Bachelor's Degree,Front end Developer,7," 1,03,282 "
44,Female,PhD,Software Engineer Manager,18," 1,57,872 "
33,Male,Master's Degree,Senior Project Engineer,10," 1,17,314 "
54,Male,Bachelor's Degree,Senior Software Engineer,30," 1,86,321 "
33,Female,Master's Degree,Full Stack Engineer,11," 1,29,686 "
27,Male,High School,Back end Developer,3," 68,611 "
51,Female,Master's Degree,Senior Project Engineer,25," 1,77,913 "
26,Male,Master's Degree,Full Stack Engineer,3," 68,472 "
31,Female,Master's Degree,Senior Software Engineer,6," 1,13,065 "
35,Male,Bachelor's Degree,Front end Developer,9," 1,25,091 "
45,Female,PhD,Software Engineer Manager,23," 1,72,925 "
32,Male,Master's Degree,Senior Project Engineer,9," 1,26,916 "
54,Male,Bachelor's Degree,Full Stack Engineer,27," 1,83,417 "
26,Female,Master's Degree,Front end Developer,4," 76,898 "
23,Male,PhD,Software Engineer Manager,1, 579 
26,Female,Bachelor's Degree,Software Engineer,2," 65,000 "
33,Male,Master's Degree,Data Analyst,8," 1,20,000 "
29,Female,Bachelor's Degree,Product Manager,4," 90,000 "
41,Male,PhD,Data Scientist,15," 1,90,000 "
35,Female,Master's Degree,Software Engineer,9," 1,40,000 "
28,Male,Bachelor's Degree,Software Developer,3," 75,000 "
37,Female,Master's Degree,Data Scientist,11," 1,60,000 "
33,Male,Bachelor's Degree,Product Manager,8," 1,30,000 "
24,Female,Master's Degree,Software Engineer,2," 60,000 "
46,Male,PhD,Director of Data Science,20," 2,20,000 "
29,Female,Bachelor's Degree,Software Developer,5," 80,000 "
31,Male,Master's Degree,Data Scientist,7," 1,30,000 "
27,Female,Bachelor's Degree,Software Engineer,3," 65,000 "
38,Male,PhD,Senior Data Scientist,13," 1,70,000 "
30,Female,Master's Degree,Product Manager,6," 1,10,000 "
25,Male,Bachelor's Degree,Front End Developer,2," 50,000 "
44,Male,PhD,Director of Data Science,18," 2,10,000 "
33,Female,Master's Degree,Data Analyst,8," 1,00,000 "
22,Male,Bachelor's Degree,Software Engineer,1," 50,000 "
36,Male,Master's Degree,Product Manager,10," 1,60,000 "
28,Female,Bachelor's Degree,Software Engineer,4," 70,000 "
41,Male,PhD,Senior Data Scientist,16," 1,90,000 "
34,Female,Master's Degree,Data Scientist,9," 1,40,000 "
23,Male,Bachelor's Degree,Software Developer,1," 45,000 "
